encoder,dataset,sample_id,ground_truth_order,predicted_order,correct
crossencoder,ajo_newstyle,4,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,5,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,6,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,7,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,ajo_newstyle,8,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,ajo_newstyle,9,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,10,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,ajo_newstyle,11,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,12,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,ajo_newstyle,13,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,14,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,ajo_newstyle,15,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,16,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,17,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,18,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,ajo_newstyle,19,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,20,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,21,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,22,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,23,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,24,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,ajo_newstyle,25,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,26,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,ajo_newstyle,27,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,28,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,29,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,ajo_newstyle,30,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,1,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,2,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,new_aep_wf_scrap,3,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,4,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,5,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,6,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,7,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,8,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_aep_wf_scrap,9,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_aep_wf_scrap,10,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,11,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,12,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_aep_wf_scrap,13,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,14,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,15,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,new_aep_wf_scrap,16,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,17,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,18,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,19,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_aep_wf_scrap,20,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,new_aep_wf_scrap,21,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,22,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,23,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,24,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_aep_wf_scrap,25,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,26,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,27,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_aep_wf_scrap,28,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,29,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_aep_wf_scrap,30,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_ajo_workflows,1,t1 > t2 > t3,t2 > t1 > t3,False
crossencoder,new_ajo_workflows,2,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,3,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,4,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_ajo_workflows,5,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,6,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,7,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,8,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,9,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,10,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,11,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,new_ajo_workflows,12,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,13,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,14,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,15,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_ajo_workflows,16,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,17,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,new_ajo_workflows,18,t1 > t2 > t3,t3 > t1 > t2,False
crossencoder,new_ajo_workflows,19,t1 > t2 > t3,t1 > t2 > t3,True
crossencoder,new_ajo_workflows,20,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,21,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,22,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,23,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,24,t1 > t2 > t3,t1 > t3 > t2,False
crossencoder,new_ajo_workflows,25,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,26,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,27,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,28,t1 > t2 > t3,t3 > t2 > t1,False
crossencoder,new_ajo_workflows,29,t1 > t2 > t3,t2 > t3 > t1,False
crossencoder,new_ajo_workflows,30,t1 > t2 > t3,t1 > t3 > t2,False
