sim_y_ystar,prob,pred,fooled,tier_1,tier_2,gap,sub_1,sub_2,url_1,url_2,text_1,text_2
0.679295,0.000002,0,0,11,1,10,17b,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/access-control/attribute-based-access-control,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"And then I can assign individual users, groups, and API credentials to this role, giving them access to these features. Now, let’s talk about labels and really get into attribute-based access control. Let’s imagine we’re a health care company whose marketing group works with external agencies, and we have a basic requirement. Our internal marketing team can see and use personal health information or regulated health data in their marketing campaigns. Our agency, however, shouldn’t be able to see or use this type of data.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000007,0,0,11,1,10,16b,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/journey-configuration/create-events,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"So in Journey Optimizer, you can use the event type of segment qualification and pick a segment to show when someone does this. So here, let me open up a journey and show you the canvas where these events lie and where you can pick this event type. So here, let me click on create journey. And you’ll see in the palette here, let’s name this the segment qualification example. Here in this event, we have segment qualification.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000005,0,0,11,1,10,16a,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/channel-configuration/email-channel/set-up-and-execute-an-ip-warmup-plan,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Now let’s add another European one, DMX. I’ll add three domains as well. Now I just have to add the NinoLane with the warmup data to the plan. Save the file as CSV. And now I can re-upload the plan in Journey Optimizer.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000006,0,0,11,1,10,16c,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/business-rules/work-with-rule-sets,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"I’ll hit edit content and again here at the top, I’ll add the business rule. We can confirm that we’ve successfully applied the business rule as it will be shown here in the properties. We’ve now successfully applied this constraint to two of our sales-like emails and can rest assured that the customer will get a maximum of one of these sales emails per day. In summary, the frequency capping tool supports your more granular and specific capping needs by enabling you to cap by certain types of communications through the creation of these custom rule sets. See the for more information. product documentation recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000004,0,0,11,1,10,16b,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/journey-configuration/configure-data-sources,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"And then I have an API key that I’ll insert into this other section. Note that whatever I paste is automatically obfuscated. So, you can’t see it. Also, we’ll go ahead and paste in what this end point is going to return. You see this name value pair of q equals city name.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000029,0,0,11,1,10,16b,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/journey-configuration/configure-data-sources,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"If you’d like to increase this limit, you can use the capping API, which is documented on our website to increase that throughput to match whatever you are comfortable with. Thanks and we look forward to using data sources in a later video. - recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000005,0,0,11,1,10,16a,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/channel-configuration/email-channel/set-up-and-execute-an-ip-warmup-plan,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Now that all my campaigns are active, I can create the warm-up plan. We find the IP warm-up plans under Administration, Channels, Email Configuration, and then under the IP warm-up plans. If you do not see this entry here or you do not see the Administration section of the left navigation at all, reach out to your administrator and make sure that you have the rights to manage IP warm-up plans. Now if we go into the IP warm-up plans, I can create my new IP warm-up plan and I will give it a name. The next thing is important here.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.679295,0.000001,0,0,13,1,12,15e,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/report-and-monitor/enhanced-reporting-with-customer-journey-analytics,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"And then at the bottom of every individual report that we’ve added in journey optimizer is what we call our insight builder. So if I scroll to that, obviously these reports are out of the box, not really modifiable other than the filters we’ve added. But at the bottom of each one, we’ve added this insight builder where you can ask a question. So maybe I want to know what other channel, for example, is popular for this particular journey. And I want to know maybe what week this was occurring most likely.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.645029,0.000000,0,0,4,3,1,8b,14b,https://experienceleague.adobe.com/en/docs/platform-learn/tutorials/audiences/audience-builder/evaluate-audiences-on-demand,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,The ability to evaluate audiences on demand is for these urgent use cases. Let’s imagine I work for a sports franchise. There’s a big game tomorrow that was just cancelled due to weather. I want to notify all of the ticket holders as soon as possible. First I can create a batch audience called Bought Tickets to the Big Game.,"Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.645029,0.000005,0,0,4,3,1,8c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/profiles-audiences-subscriptions/subscriptions-and-landing-pages,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"First, there is a confirmation action. This happens if the form is submitted successfully. We can select to either redirect the user to another page. For example, a homepage. Display a confirmation text or redirect to a sub page.","Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.645029,0.000103,0,0,5,3,2,10f,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/ai-assistant/ai-assistant-for-content-generation-overview,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,Documentation Journey Optimizer Journey Optimizer Tutorials AI Assistant for content generation - OverviewAI Assistant for content generation - Overview AI Assistant for content generation - OverviewUnderstand how AI Assistant for content generation can help marketers by providing proactive content variation suggestions for both text and images. https://video.tv.adobe.com/v/3432686/?learn=on recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305,"Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.645029,0.000246,0,0,5,3,2,10c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/fragments/aem-content-fragments,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"Now what I can also do is swap the existing content fragment to a new content fragment for a new article. As I navigate to the right repository I can select the desired new article and swap easily with no further adjustments. I can then go ahead and simulate to see how the new content is rendered. Within a few minutes we have taken a pre-approved content fragment from AEM and leveraged that exact same content within AJO, allowing to maintain brand consistency across channels. Experience League LIVE - Fueling Personalized Content in Journey Optimizer with AEM Content Fragments and Dynamic Media In this session, Jyothitha Chandran, Chris Ivory, and Kaitlin White showcased how Adobe Journey Optimizer (AJO) integrates seamlessly with Adobe Experience Manager (AEM) Sites Content Fragments and AEM Assets Dynamic Media to deliver scalable, real-time personalization across every channel. recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.645029,0.000216,0,0,5,3,2,10c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/fragments/manage-fragments,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"And I can go ahead and activate it. Once my campaign’s activated with my fragments inside, we’ll notice that once we go back to our fragments inventory, we are able to look at our statistics title, for example, that we just created. And we are able to explore references where this is used. So once I hit Explore References, it will show us is this used in another fragment, a journey, a campaign, or a template? And once it’s published, we should be able to see the usage here in the campaign.","Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.645029,0.005066,0,0,5,3,2,10c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/fragments/manage-fragments,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"It says, hey, are you sure you wanna update this fragment? It’s being used in a campaign. I can press Confirm, and then it will publish that fragment to a live state and update it in that campaign. That’s it. Now you’re a pro at creating and managing and reusing fragments in AJO. Thanks for watching and happy designing. recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.645029,0.000013,0,0,5,3,2,10g,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/create-an-email-using-genstudio,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"Documentation Journey Optimizer Journey Optimizer Tutorials Create an email using GenStudio for Performance MarketingCreate an email using GenStudio for Performance Marketing Create an email using GenStudio for Performance MarketingAVAILABILITY The GenStudio integration in Adobe Journey Optimizer is currently unavailable for use with the or add-on offerings. Healthcare Shield Privacy and Security Shield This feature is available for the email channel only. Discover the process of exporting an email template from Journey Optimizer to GenStudio for Performance Marketing, crafting brand-compliant emails using the template in GenStudio, and importing them seamlessly back into Journey Optimizer. https://video.tv.adobe.com/v/3456038/?learn=on&enablevpops Transcript Hello, my name is Chris, and today I would like to walk you through the native integrations between Adobe Gen Studio for Performance Marketing and Adobe Journey Optimizer. In today’s markets, it’s often a challenge for teams to scale the generation of enterprise-grade, on-brand content quickly for activation across all digital channels. With Adobe Gen Studio for Performance Marketing, design teams can quickly generate and review high-performing, on-brand content, and then create variations tailored to different personas, locales, and marketing needs.","Documentation Journey Optimizer Journey Optimizer Tutorials Configure source connectorsConfigure source connectors Configure source connectorsLearn about source connectors and how to configure them in Journey Optimizer. https://video.tv.adobe.com/v/335919?quality=12&learn=on Transcript In this video, we’ll give you a quick overview of source connectors in Adobe Journey Optimizer. Ingesting your customer data into Journey Optimizer is a critical step in building the real-time customer profile that informs and empowers the personalized experiences that you’ll orchestrate for your customers in Journey Optimizer. And source connectors, give you a set of pre-built tools for ingesting data from a wide variety of different systems of origin. From the Journey Optimizer home screen, you’ll see sources in the left navigation. Clicking on sources will take you to the source catalog screen, where you can see all of the source connectors that are currently available."
0.644456,0.000005,0,0,4,3,1,8c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/profiles-audiences-subscriptions/subscriptions-and-landing-pages,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"Okay, here we go. I’ve received the email. Let me show you and let me click on the link. And here’s my unsubscription page and the confirmation page as well. One last thing I would like to show you.","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000002,0,0,4,3,1,8b,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/profiles-audiences-subscriptions/create-audiences-using-the-rule-builder,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"And, if I want, I can exclude the last event in order to target the individuals that have gone through all but the last step in the journey. In this case, they viewed a product, added it to the cart and gone to checkout, but did not complete the purchase. I can also specify time windows, either for the entire sequence, for any of the individual events, or for the time in between events. If I want, I can also add specific conditions on each of these events. For example, I want to specify that the products added to the cart were a specific type of product.","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000011,0,0,5,3,2,10d,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/content-templates/create-content-templates,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"In this case, let’s look for profile attribute that we want to add. So, for example, the first name, we can also build conditional content. So, if I access this here, we can see the variants here. So, we have a default variant with given image, another one with a different image. So we can set conditions against each of those experience.","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000008,0,0,5,3,2,10f,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/ai-assistant/ai-assistant-for-content-generation-overview,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,Documentation Journey Optimizer Journey Optimizer Tutorials AI Assistant for content generation - OverviewAI Assistant for content generation - Overview AI Assistant for content generation - OverviewUnderstand how AI Assistant for content generation can help marketers by providing proactive content variation suggestions for both text and images. https://video.tv.adobe.com/v/3432686/?learn=on recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305,"Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000005,0,0,5,3,2,10f,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/ai-assistant/create-content-using-ai-assistant-for-content-generation,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"Now our results have come back and I have several to choose from. I’m going to select the one that I like best and save it to my repository so I can then use the image within my email. I could use this image and the resulting content so far as is, but in my use case here, I instead want to use pre-approved brand assets exclusively. Now it’s worth noting that I could actually use the email that I’ve designed up to this point and send a proof back to my design team so that they have something to work from. But in the interest of the demo, let’s assume that I’ve already done that and I’ve gotten back a document with pre-approved messaging and content compliant to this marketing campaign.","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000009,0,0,5,3,2,10c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/fragments/aem-content-fragments,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"Now what I can also do is swap the existing content fragment to a new content fragment for a new article. As I navigate to the right repository I can select the desired new article and swap easily with no further adjustments. I can then go ahead and simulate to see how the new content is rendered. Within a few minutes we have taken a pre-approved content fragment from AEM and leveraged that exact same content within AJO, allowing to maintain brand consistency across channels. Experience League LIVE - Fueling Personalized Content in Journey Optimizer with AEM Content Fragments and Dynamic Media In this session, Jyothitha Chandran, Chris Ivory, and Kaitlin White showcased how Adobe Journey Optimizer (AJO) integrates seamlessly with Adobe Experience Manager (AEM) Sites Content Fragments and AEM Assets Dynamic Media to deliver scalable, real-time personalization across every channel. recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000008,0,0,5,3,2,10c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/fragments/manage-fragments,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"And I can go ahead and activate it. Once my campaign’s activated with my fragments inside, we’ll notice that once we go back to our fragments inventory, we are able to look at our statistics title, for example, that we just created. And we are able to explore references where this is used. So once I hit Explore References, it will show us is this used in another fragment, a journey, a campaign, or a template? And once it’s published, we should be able to see the usage here in the campaign.","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000011,0,0,5,3,2,10c,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/content-management/fragments/manage-fragments,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"It says, hey, are you sure you wanna update this fragment? It’s being used in a campaign. I can press Confirm, and then it will publish that fragment to a live state and update it in that campaign. That’s it. Now you’re a pro at creating and managing and reusing fragments in AJO. Thanks for watching and happy designing. recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
0.644456,0.000001,0,0,6,3,3,9i,14b,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/channels/sms-channel/sms-double-opt-in,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/data-management/configure-source-connectors,"Documentation Journey Optimizer Journey Optimizer Tutorials Double opt-in for Sinch and InfobipDouble opt-in for Sinch and Infobip Double opt-in for Sinch and InfobipLearn how to configure double opt-in for SMS. https://video.tv.adobe.com/v/3427129/?learn=on Transcript Hello, this is Mike Maffeo, Product Manager for AGO, here to talk to you about the double opt-in feature for SMS. We’re going to start in the SMS configuration settings. This is where you set up your SMS channel. In here, you’re able to add in double opt-in keywords, a double opt-in message that you want to send to the customers, as well as an opt-out message that will be sent as well. As we look at the double opt-in keyword section, this is where you would put the keywords that you want to listen to.","Next we’ll specify a target dataset for the incoming data. You can choose an existing dataset or create a new dataset. We’ll choose the new dataset option and provide a dataset name and description and select the schema that the dataset should be based on. If you want this data to be part of the real-time customer profile and available for use in Journey Optimizer which we do, make sure to select Profile enabled. After selecting a schema for this dataset, you’ll see a proposed mapping between the source file field and the target schema field based on the names and data types of the fields in the source file."
